from loguru import logger

logger.add(
    "logs/pipeline.log",
    rotation="1 MB"
)2026-06-20 12:59:01.961 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:10:36.965 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:10:36.965 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:10:36.965 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:10:36.965 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:10:36.965 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:10:36.965 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:10:36.965 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:10:36.965 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:10:36.965 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:10:37.000 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:10:37.000 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:10:37.000 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:10:37.000 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:10:37.000 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:15:11.572 | INFO     | agents.recovery:recover:107 - Recovery Started
2026-06-20 13:15:11.572 | INFO     | agents.recovery:recover:107 - Recovery Started
2026-06-20 13:15:11.588 | SUCCESS  | agents.recovery:recover:149 - Recovery Completed
2026-06-20 13:15:11.588 | SUCCESS  | agents.recovery:recover:149 - Recovery Completed
2026-06-20 13:15:11.600 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:15:11.600 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:15:11.603 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:15:11.603 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:20:53.225 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:20:53.225 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:20:53.225 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:20:53.225 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:20:53.225 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:20:53.225 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 13:20:53.230 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:20:53.230 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:20:53.230 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:20:53.230 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:20:53.230 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:20:53.230 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 13:20:53.238 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:20:53.238 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:20:53.238 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:20:53.238 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:20:53.238 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:20:53.238 | INFO     | agents.cleaner:clean:90 - Cleaning Started
2026-06-20 13:20:53.244 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:20:53.244 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:20:53.244 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:20:53.244 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:20:53.244 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:20:53.244 | INFO     | agents.cleaner:remove_duplicates:24 - Duplicates Removed: 0
2026-06-20 13:20:53.251 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:20:53.251 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:20:53.251 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:20:53.251 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:20:53.251 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:20:53.251 | INFO     | agents.cleaner:handle_missing_values:44 - Missing values handled
2026-06-20 13:20:53.262 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:20:53.262 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:20:53.262 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:20:53.262 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:20:53.262 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:20:53.262 | INFO     | agents.cleaner:clean_text_columns:62 - Text cleaned
2026-06-20 13:20:53.267 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:20:53.267 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:20:53.267 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:20:53.267 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:20:53.267 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:20:53.267 | SUCCESS  | agents.cleaner:clean:100 - Cleaning Completed
2026-06-20 13:20:53.270 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:20:53.270 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:20:53.270 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:20:53.270 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:20:53.270 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:20:53.270 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 13:20:53.280 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:20:53.280 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:20:53.280 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:20:53.280 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:20:53.280 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:20:53.280 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 13:20:53.280 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:20:53.280 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:20:53.280 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:20:53.280 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:20:53.280 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:20:53.280 | INFO     | agents.validator:validate:93 - Validation Started
2026-06-20 13:20:53.284 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:20:53.284 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:20:53.284 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:20:53.284 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:20:53.284 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:20:53.284 | SUCCESS  | agents.validator:validate:152 - Validation Completed
2026-06-20 13:20:53.284 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:20:53.284 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:20:53.284 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:20:53.284 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:20:53.284 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:20:53.284 | INFO     | agents.loader:load:27 - Database Loading Started
2026-06-20 13:20:53.325 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:20:53.325 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:20:53.325 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:20:53.325 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:20:53.325 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 13:20:53.325 | SUCCESS  | agents.loader:load:38 - Database Loading Completed
2026-06-20 14:41:26.464 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 14:41:26.464 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 14:41:26.464 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 14:41:26.464 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 14:41:26.464 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 14:41:26.464 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 14:41:26.464 | INFO     | agents.extractor:extract:47 - Loading file: data/raw/iris.csv
2026-06-20 14:41:26.470 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 14:41:26.470 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 14:41:26.470 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 14:41:26.470 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 14:41:26.470 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 14:41:26.470 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 14:41:26.470 | SUCCESS  | agents.extractor:extract:58 - Extraction completed
2026-06-20 14:41:26.470 | INFO     | agents.cleaner:clean:68 - Cleaning Started
2026-06-20 14:41:26.470 | INFO     | agents.cleaner:clean:68 - Cleaning Started
2026-06-20 14:41:26.470 | INFO     | agents.cleaner:clean:68 - Cleaning Started
2026-06-20 14:41:26.470 | INFO     | agents.cleaner:clean:68 - Cleaning Started
2026-06-20 14:41:26.470 | INFO     | agents.cleaner:clean:68 - Cleaning Started
2026-06-20 14:41:26.470 | INFO     | agents.cleaner:clean:68 - Cleaning Started
2026-06-20 14:41:26.470 | INFO     | agents.cleaner:clean:68 - Cleaning Started
2026-06-20 14:41:26.472 | INFO     | agents.cleaner:remove_duplicates:20 - Duplicates Removed: 0
2026-06-20 14:41:26.472 | INFO     | agents.cleaner:remove_duplicates:20 - Duplicates Removed: 0
2026-06-20 14:41:26.472 | INFO     | agents.cleaner:remove_duplicates:20 - Duplicates Removed: 0
2026-06-20 14:41:26.472 | INFO     | agents.cleaner:remove_duplicates:20 - Duplicates Removed: 0
2026-06-20 14:41:26.472 | INFO     | agents.cleaner:remove_duplicates:20 - Duplicates Removed: 0
2026-06-20 14:41:26.472 | INFO     | agents.cleaner:remove_duplicates:20 - Duplicates Removed: 0
2026-06-20 14:41:26.472 | INFO     | agents.cleaner:remove_duplicates:20 - Duplicates Removed: 0
2026-06-20 14:41:26.475 | INFO     | agents.cleaner:handle_missing_values:40 - Missing values handled
2026-06-20 14:41:26.475 | INFO     | agents.cleaner:handle_missing_values:40 - Missing values handled
2026-06-20 14:41:26.475 | INFO     | agents.cleaner:handle_missing_values:40 - Missing values handled
2026-06-20 14:41:26.475 | INFO     | agents.cleaner:handle_missing_values:40 - Missing values handled
2026-06-20 14:41:26.475 | INFO     | agents.cleaner:handle_missing_values:40 - Missing values handled
2026-06-20 14:41:26.475 | INFO     | agents.cleaner:handle_missing_values:40 - Missing values handled
2026-06-20 14:41:26.475 | INFO     | agents.cleaner:handle_missing_values:40 - Missing values handled
2026-06-20 14:41:26.477 | INFO     | agents.cleaner:clean_text_columns:60 - Text cleaned
2026-06-20 14:41:26.477 | INFO     | agents.cleaner:clean_text_columns:60 - Text cleaned
2026-06-20 14:41:26.477 | INFO     | agents.cleaner:clean_text_columns:60 - Text cleaned
2026-06-20 14:41:26.477 | INFO     | agents.cleaner:clean_text_columns:60 - Text cleaned
2026-06-20 14:41:26.477 | INFO     | agents.cleaner:clean_text_columns:60 - Text cleaned
2026-06-20 14:41:26.477 | INFO     | agents.cleaner:clean_text_columns:60 - Text cleaned
2026-06-20 14:41:26.477 | INFO     | agents.cleaner:clean_text_columns:60 - Text cleaned
2026-06-20 14:41:26.479 | SUCCESS  | agents.cleaner:clean:78 - Cleaning Completed
2026-06-20 14:41:26.479 | SUCCESS  | agents.cleaner:clean:78 - Cleaning Completed
2026-06-20 14:41:26.479 | SUCCESS  | agents.cleaner:clean:78 - Cleaning Completed
2026-06-20 14:41:26.479 | SUCCESS  | agents.cleaner:clean:78 - Cleaning Completed
2026-06-20 14:41:26.479 | SUCCESS  | agents.cleaner:clean:78 - Cleaning Completed
2026-06-20 14:41:26.479 | SUCCESS  | agents.cleaner:clean:78 - Cleaning Completed
2026-06-20 14:41:26.479 | SUCCESS  | agents.cleaner:clean:78 - Cleaning Completed
2026-06-20 14:41:26.479 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 14:41:26.479 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 14:41:26.479 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 14:41:26.479 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 14:41:26.479 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 14:41:26.479 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 14:41:26.479 | INFO     | agents.transformer:transform:80 - Transformation Started
2026-06-20 14:41:26.481 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 14:41:26.481 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 14:41:26.481 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 14:41:26.481 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
2026-06-20 14:41:26.481 | SUCCESS  | agents.transformer:transform:92 - Transformation Completed
